SNO,AC_LATITUDE,AC_LONGITUDE,AC_COMPID,AC_MANAGEMENTCOMPANY,AC_PROJID,AC_NAME,AC_ADDRESS,AC_CITY,AC_STATE,AC_ZIP,AC_YEARBUIT,AC_QUANTITY,AC_AREAPERUNIT,AC_LEVEL,AC_PROJID,AC_NAME,AC_QUANTITY,AC_AREAPERUNIT,AC_YEARBUILT,MRG_CLASS,AXIOSUBMNEM,FILENAME
19397,40.70746994,-74.005897522,Metro Loft Management,Metro Loft Management,45549,116 John Street,116 John St,New York,NY,10038,2013,418,683.849975586,35,45549,116 John Street,418,683.85,2013,BC,NYC_SM5,TALEND
19404,37.380371094,-122.058227539,Prometheus,Prometheus,45580,Shadowbrook,235 S Bernardo Ave,Sunnyvale,CA,94086,1988,216,932.219970703,2,45580,Shadowbrook,216,932.22,1988,A,SAJ_SM13,TALEND
19405,34.184669495,-118.871276855,Decron Properties,Decron Properties,45581,Marlowe,550 Laurie Ln,Thousand Oaks,CA,91360,1965,142,1275.349975586,2,45581,Marlowe,142,1275.35,1965,A,VEN_SM1,TALEND
19406,40.713249207,-73.9559021,Gershon & Company,Gershon & Company,45587,55 Hope,53 Hope St,Brooklyn,NY,11211,2013,117,855.450012207,6,45587,55 Hope,117,855.45,2013,BC,NYC_SM18,TALEND
19407,40.687000275,-73.979850769,Dermot Realty Management Company,Dermot Realty Management Company,45588,66 Rockwell Place,66 Rockwell Place,Brooklyn,NY,11217,2014,326,705.640014648,44,45588,66 Rockwell Place,326,705.64,2014,A,NYC_SM4,TALEND
19408,37.83895874,-122.286842346,Prometheus,Prometheus,45589,Icon at Doyle,5540 Doyle St,Emeryville,CA,94608,2008,27,1191.260009766,2,45589,Icon at Doyle,27,1191.26,2008,A,OAK_SM6,TALEND
19409,37.551364899,-122.28616333,Prometheus,Prometheus,45592,Chesapeake Point,1633 Marina Ct,San Mateo,CA,94403,1999,100,1032.520019531,2,45592,Chesapeake Point,100,1032.52,1999,A,SFR_SM5,TALEND
19410,42.57957077,-71.485733032,Yule Development,The Barkan Companies,45598,Abbot Mill ,1 Pleasant St,Westford,MA,1886,2012,131,1288.530029297,3,45598,Abbot Mill ,131,1288.53,2012,A,BOS_SM1,TALEND
19411,42.522491455,-71.106109619,RJ Finlay & Co.,Wingate Companies,45603,30 Haven St in Reading,30 Haven St,Reading,MA,1867,2012,53,984.659973145,4,45603,30 Haven St in Reading,53,984.66,2012,BC,BOS_SM20,TALEND
19412,37.813411713,-122.293403625,Madison Park Financial Corporation,Madison Park Financial Corporation,45609,Lampwork Lofts,1614 Campbell St,Oakland,CA,94607,2014,92,738.41998291,4,45609,Lampwork Lofts,92,738.42,2014,BC,OAK_SM11,TALEND
19413,42.346408844,-71.103233337,CHR Apartments,Chestnut Hill Realty,45613,Fenway Diamond Apartments ,9 Miner St,Boston,MA,2215,2015,49,780.729980469,5,45613,Fenway Diamond Apartments ,49,780.73,2015,A,BOS_SM4,TALEND
19414,42.545700073,-70.884742737,Windover Properties,"The Dolben Company, Inc.",45622,Enterprise Apartments,79 Rantoul St,Beverly,MA,1915,2014,45,883.359985352,4,45622,Enterprise Apartments,45,883.36,2014,A,BOS_SM9,TALEND
19415,42.181148529,-71.085548401,AvalonBay Communities,AvalonBay Communities,45625,Avalon Canton at Blue Hills,9 Bay Colony Dr,Canton,MA,2021,2014,191,1192.829956055,5,45625,Avalon Canton at Blue Hills,191,1192.83,2014,A,BOS_SM6,TALEND
19417,41.309459686,-72.935531616,RMS Construction,Trio Properties,45628,The Novella,1245 Chapel St,New Haven,CT,6511,2015,142,711.510009766,6,45628,The Novella,142,711.51,2015,A,NHC_SM2,TALEND
19418,47.614398956,-122.323898315,AvalonBay Communities,AvalonBay Communities,45629,AVA Capitol Hill,1530 Belmont Ave,Seattle,WA,98122,2016,249,818.929992676,7,45629,AVA Capitol Hill,249,818.93,2016,A,SEA_SM5,TALEND
19419,39.061218262,-77.121032715,The JBG Companies,The JBG Companies,45639,Galvan At Twinbrook,1801 Chapman Ave,Rockville,MD,20852,2016,356,782.41998291,4,45639,Galvan At Twinbrook,356,782.42,2016,A,SMD_SM15,TALEND
19422,42.362991333,-71.129592896,Samuels & Associates,Samuels & Associates,45655,Continuum,199 N Harvard St,Allston,MA,2134,2015,325,755.719970703,9,45655,Continuum,325,755.72,2015,A,BOS_SM4,TALEND
19425,42.342590332,-71.056716919,Bodwell Pines Corporation,Bodwell Pines Corporation,45678,Eleven West Broadway,11 W Broadway,Boston,MA,2127,2013,50,1083.800048828,6,45678,Eleven West Broadway,50,1083.80,2013,A,BOS_SM17,TALEND
19434,34.054969788,-118.2684021,Kort & Scott Financial Group,Sierra Corporate Management,45700,Wilshire Valencia,1515 Wilshire Blvd,Los Angeles,CA,90017,2016,218,820.989990234,6,45700,Wilshire Valencia,218,815.50,2016,A,LAC_SM13,TALEND
19441,37.78678894,-122.391700745,Emerald Fund,Emerald Fund,45725,Rincon Green,333 Harrison St,San Francisco,CA,94105,2013,277,667.119995117,7,45725,Rincon Green,277,667.12,2013,BC,SFR_SM11,TALEND
19443,42.399089813,-71.037200928,Transdel Corp,"The Dolben Company, Inc.",45743,One North of Boston II ,100 Heard St,Chelsea,MA,2150,2016,222,854.489990234,5,45743,One North of Boston II ,222,854.49,2016,A,BOS_SM15,TALEND
19444,37.499290466,-122.223999023,The Pauls Corporation,The Pauls Corporation,45748,Blu Harbor,1 Blu Harbor Boulevard,Redwood City,CA,94063,2017,402,992.179992676,5,45748,Blu Harbor,402,992.18,2017,A,SFR_SM10,TALEND
19447,42.242950439,-70.983772278,John M. Corcoran and Company,Corcoran Management,45764,Faxon Commons,1001 Southern Artery,Quincy,MA,2169,1978,582,736.880004883,7,45764,Faxon Commons,582,736.88,1978,BC,BOS_SM13,TALEND
19448,39.298030853,-76.620368958,"Housing Trust of America Development, LLC","Housing Trust of America Development, LLC",45769,M on Madison ,301 W Madison St,Baltimore,MD,21201,2013,74,833.5,6,45769,M on Madison ,74,833.50,2013,BC,BAL_SM5,TALEND
19451,33.969539642,-118.445899963,EQUITY RESIDENTIAL,EQUITY RESIDENTIAL,45785,Breakwater at Marina del Rey Apartments,13900 Fiji Way,Marina del Rey,CA,90292,2008,224,1059.199951172,3,45785,Breakwater at Marina del Rey Apartments,224,1059.20,2008,A,LAC_SM16,TALEND
19453,38.929981232,-77.036872864,Bozzuto Management,NULL,45794,The Vintage,3146 16th St NW,Washington,DC,20010,2017,76,683.119995117,7,45794,The Vintage,76,683.12,2017,A,WDC_SM5,TALEND
19454,34.220371246,-118.599899292,"Cores Management, Inc.","Cores Management, Inc.",45798,The Verandas,21535 Roscoe Blvd,Canoga Park,CA,91304,2012,81,1207.41003418,4,45798,The Verandas,81,1207.41,2012,A,LAC_SM4,TALEND
19455,40.722549438,-74.063453674,Building & Land Technology,Bozzuto Management,45806,The Beacon(Mercury),20 Beacon Way,Jersey City,NJ,7304,1930,126,675.909973145,16,45806,The Beacon(Mercury),126,675.91,1930,BC,NNJ_SM5,TALEND
19463,34.165390015,-118.519302368,Held Properties,Moss & Company,45848,White Magnolia,17720 Magnolia Blvd,Encino,CA,91316,2015,50,1126.439941406,4,45848,White Magnolia,50,1126.44,2015,A,LAC_SM9,TALEND
19464,39.00749588,-77.485969543,COMSTOCK PARTNERS ,Avenue5 Residential,45851,BLVD Loudoun Station I,43805 Central Station Dr,Ashburn,VA,20147,2013,350,993.280029297,4,45851,BLVD Loudoun Station I,350,993.28,2013,A,SVA_SM2,TALEND
19466,38.900558472,-76.997703552,Insight Property Group,Bozzuto Management,45872,The Apollo on H Street,600 H St NE,Washington,DC,20001,2017,431,806.950012207,8,45872,The Apollo on H Street,431,806.95,2017,A,WDC_SM10,TALEND
19476,38.003955841,-122.12903595,FPI Management,FPI Management,45930,Cascara Canyon ,720 Shell Ave,Martinez,CA,94553,2015,42,814.16998291,3,45930,Cascara Canyon ,42,814.17,2015,A,OAK_SM10,TALEND
19477,39.292438507,-76.615310669,PMC Property Group,PMC Property Group,45931,301 N Charles ,301 N Charles St,Baltimore,MD,21201,2014,96,833.33001709,11,45931,301 N Charles ,96,833.33,2014,BC,BAL_SM5,TALEND
19504,47.677238464,-122.127098083,"UDR, Inc","UDR, Inc",46088,MileHouse,8300 160th Ave NE,Redmond,WA,98052,2015,177,911.659973145,6,46088,MileHouse,177,911.66,2015,A,SEA_SM22,TALEND
19506,42.34967041,-71.047576904,Berkeley Investments Inc,~01_Princeton Management,46097,381 Congress ,381 Congress St,Boston,MA,2210,2014,44,653.820007324,5,46097,381 Congress ,44,653.82,2014,BC,BOS_SM3,TALEND
19508,40.714206696,-74.043563843,Kushner Real Estate Group,KRE Group,46105,18 Park,18 Park Ave,Jersey City,NJ,7302,2014,422,730.25,11,46105,18 Park,422,730.25,2014,BC,NNJ_SM5,TALEND
19518,42.319499969,-71.051277161,Criterion Development Partners,Gables Residential,46139,Hub25,25 Morrissey Blvd,Dorchester,MA,2125,2016,242,712.599975586,5,46139,Hub25,242,712.60,2016,A,BOS_SM8,TALEND
19527,47.66424942,-122.317596436,Jilu Shi Wudongtuya,Blanton Turner,46156,Prexy,4737 Roosevelt Way NE,Seattle,WA,98105,2016,66,489.239990234,6,46156,Prexy,66,489.24,2016,BC,SEA_SM29,TALEND
19528,47.73128891,-122.29309845,ConAm,ConAm,46158,Array Seattle,14027 Lake City Way NE,Seattle,WA,98125,2014,256,757.570007324,6,46158,Array Seattle,256,757.57,2014,A,SEA_SM21,TALEND
19529,47.718139648,-122.294296265,Marcus and Millichap Companies,Alliance Residential Company,46160,Origin,12311 32nd Ave NE,Seattle,WA,98125,2017,122,759.08001709,7,46160,Origin,122,759.08,2017,A,SEA_SM21,TALEND
19530,47.695808411,-122.373100281,ConAm,ConAm,46163,Parla Apartments,9176 Holman Rd NW,Seattle,WA,98117,2017,104,697.91998291,5,46163,Parla Apartments,104,697.92,2017,A,SEA_SM21,TALEND
19531,47.664588928,-122.317497253,Suns Properties,NULL,46169,50th and Roosevelt,4750 Roosevelt Way NE,Seattle,WA,98105,2017,60,608.91998291,6,46169,50th and Roosevelt,60,608.92,2017,A,SEA_SM29,TALEND
19533,34.071224213,-117.213882446,Greystar,NULL,46172,Circa 2020,27000 Lugonia Ave,Redlands,CA,92374,2016,306,988.070007324,3,46172,Circa 2020,306,988.07,2016,A,LAC_SM36,TALEND
19535,40.721588135,-74.03679657,Mack-Cali Realty Corporation,Roseland Property Management,46201,Marbella II,401 Washington Blvd,Jersey City,NJ,7310,2016,312,873.349975586,38,46201,Marbella II,312,873.35,2016,A,NNJ_SM5,TALEND
19540,47.612831116,-122.317802429,Alliance Residential Company,Alliance Residential Company,46222,Viva,1111 E Union St,Seattle,WA,98122,2014,95,643.590026855,6,46222,Viva,95,643.59,2014,BC,SEA_SM5,TALEND
19555,47.634120941,-122.342597961,Daly Partners,Blanton Turner,46277,Dexter Hayes,1701 Dexter Ave N,Seattle,WA,98109,2016,60,704.619995117,5,46277,Dexter Hayes,60,704.62,2016,BC,SEA_SM27,TALEND
19556,47.617870331,-122.192398071,RREEF Real Estate,Blanton Turner,46284,Alley 111,11011 NE 9th St,Bellevue,WA,98004,2015,260,698.25,13,46284,Alley 111,260,698.25,2015,BC,SEA_SM7,TALEND
19557,47.609790802,-122.199897766,Alamo Manhattan,Greystar,46285,Main Street,10505 Main St,Bellevue,WA,98004,2015,260,780.880004883,5,46285,Main Street,260,780.88,2015,BC,SEA_SM7,TALEND
19558,47.610488892,-122.202102661,EQUITY RESIDENTIAL,EQUITY RESIDENTIAL,46286,Venn at Main,10333 NE 1st Street,Bellevue,WA,98004,2016,350,849.150024414,8,46286,Venn at Main,350,849.15,2016,A,SEA_SM7,TALEND
19559,47.614841461,-122.200500488,Kemper Freeman,"Indigo Real Estate Services, Inc.",46288,Two Lincoln Tower,500 Bellevue Way NE,Bellevue,WA,98004,2018,202,1399.75,41,46288,Two Lincoln Tower,202,1399.75,2018,A,SEA_SM7,TALEND
19566,39.295871735,-76.61882782,WPM Real Estate Management,WPM Real Estate Management,46300,520 Park ,520 Park Ave,Baltimore,MD,21201,2014,171,632.41998291,4,46300,520 Park ,171,632.42,2014,BC,BAL_SM5,TALEND
19576,33.837379456,-117.870101929,Private Owner,Privately Managed,46372,Monterra Apartments,2841 E Lincoln Ave,Anaheim,CA,92806,1969,133,818.799987793,2,46372,Monterra Apartments,133,818.80,1969,BC,ORC_SM1,TALEND
19579,32.827838898,-117.13860321,Sunroad Enterprises,Avenue5 Residential,46380,Ariva,4855 Ariva Way,San Diego,CA,92123,2014,251,954.940002441,4,46380,Ariva,251,954.94,2014,A,SDC_SM2,TALEND
19584,42.375968933,-71.067420959,Berkshire Group,Berkshire Communities,46403,Gatehouse 75,75 W School St,Charlestown,MA,2129,2013,86,964.450012207,5,46403,Gatehouse 75,86,964.45,2013,BC,BOS_SM5,TALEND
19594,37.773059845,-122.39730072,General Investment & Development Companies,Windsor Communities,46437,Mission Bay by Windsor,360 Berry St,San Francisco,CA,94158,2017,129,826.5,5,46437,Mission Bay by Windsor,129,834.95,2017,BC,SFR_SM2,TALEND
19600,34.058120728,-118.265701294,Glaser Forensic Group,Coast Meridian Properties,46455,Tuscani Villas,369 Columbia Ave,Los Angeles,CA,90017,1987,138,640.700012207,6,46455,Tuscani Villas,138,640.70,1987,BC,LAC_SM13,TALEND
19601,32.74615097,-117.047203064,"Bay Vista Methodist Heights, Inc.",Constellation Mgmt,46457,Tierra Del Rey,6985 Waite Dr,La Mesa,CA,91941,1978,80,407.049987793,2,46457,Tierra Del Rey,80,407.05,1978,BC,SDC_SM9,TALEND
19602,32.78188324,-117.014625549,Property West Residential,Privately Managed,46462,Chloe Apartments,8522 Chloe Ave Apt 5,La Mesa,CA,91942,1969,26,700,2,46462,Chloe Apartments,26,700.00,1969,BC,SDC_SM11,TALEND
19604,34.043968201,-118.254997253,Capilano Properties,Capilano Properties,46468,Union Lofts,325 W 8th St,Los Angeles,CA,90014,1922,92,1177.400024414,11,46468,Union Lofts,92,1177.40,1922,A,LAC_SM6,TALEND
19608,41.328899384,-72.935173035,"Forest City Realty Trust, Inc.","Forest City Realty Trust, Inc.",46476,Winchester Lofts,275 Winchester Ave,New Haven,CT,6511,2015,158,682.700012207,5,46476,Winchester Lofts,158,682.70,2015,A,NHC_SM2,TALEND
19621,41.045360565,-73.535011292,Gaia Real Estate,Pinnacle,46559,111 Harbor Point,111 Towne St,Stamford,CT,6902,2014,125,996.260009766,15,46559,111 Harbor Point,125,996.26,2014,A,FFC_SM3,TALEND
19623,47.57901001,-122.310966492,"Pacific Housing, Inc.","SAN MAR Properties, Inc.",46577,The Denning,1628 S Mcclellan St,Seattle,WA,98144,2014,46,651,6,46577,The Denning,46,651.00,2014,A,SEA_SM28,TALEND
19627,38.999221802,-77.04208374,Brookfield Asset Management,Fairfield Residential,46608,The Barrington,1970 Rosemary Hills Dr,Silver Spring,MD,20910,1940,16,937.75,3,46608,The Barrington,16,937.75,1940,BC,SMD_SM16,TALEND
19634,37.35591507,-121.892662048,"Essex Property Trust, Inc.","Essex Property Trust, Inc.",46621,Marquis,817 N 10th St,San Jose,CA,95112,2015,166,837.380004883,3,46621,Marquis,166,837.38,2015,BC,SAJ_SM3,TALEND
19641,34.101501465,-118.310501099,WOOD PARTNERS ,Wood Residential Services,46635,The Fifty Five Fifty,5550 Hollywood Blvd,Hollywood,CA,90028,2018,282,744.090026855,6,46635,The Fifty Five Fifty,295,751.98,2018,A,LAC_SM12,TALEND
19649,38.985630035,-77.095176697,Kettler,Kettler,46666,Element 28,100 Commerce Ln,Bethesda,MD,20814,2017,88,1110.209960938,16,46666,Element 28,88,1110.21,2017,A,SMD_SM1,TALEND
19658,37.352970123,-121.985397339,CITATION HOMES CENTRAL ,~01_Legacy Partners,46714,Tuscany Apartments,3229 El Camino Real,Santa Clara,CA,95051,2014,133,840.109985352,4,46714,Tuscany Apartments,133,840.11,2014,A,SAJ_SM10,TALEND
19672,38.960460663,-77.072776794,Calvin Cafritz Enterprises,Bozzuto Management,46747,Fifty Three Thirty Three,5333 Connecticut Ave NW,Washington,DC,20015,2016,242,657.989990234,10,46747,Fifty Three Thirty Three,242,657.99,2016,A,WDC_SM15,TALEND
19674,40.755958557,-73.992668152,Glenwood,Glenwood,46753,Crystal Green,330 W 39th St,New York,NY,10018,2013,199,692.710021973,26,46753,Crystal Green,199,692.71,2013,A,NYC_SM3,TALEND
19675,37.245010376,-121.802497864,Ivanhoe Cambridge,Shea Properties,46759,Ascent,5805 Charlotte Dr,San Jose,CA,95123,2016,650,966.049987793,5,46759,Ascent,650,966.05,2016,A,SAJ_SM12,TALEND
19676,37.489681244,-122.2315979,The Acclaim Companies,The Acclaim Companies,46760,Locale Apartments,488 Winslow St,Redwood City,CA,94063,2016,133,757.799987793,5,46760,Locale Apartments,133,757.80,2016,BC,SFR_SM10,TALEND
19688,39.465240479,-76.30355835,Private Owner,Bozzuto Management,46798,Enclave At Box Hill I,3405 McCurley Dr,Abingdon,MD,21009,2016,240,1163.150024414,4,46798,Enclave At Box Hill I,240,1163.15,2016,A,BAL_SM11,TALEND
19692,42.363529205,-71.084129333,Gables Residential,Gables Residential,46813,Watermark Kendall East,250 Kendall St,Cambridge,MA,2142,2013,129,716.150024414,18,46813,Watermark Kendall East,129,716.15,2013,A,BOS_SM5,TALEND
19694,41.317100525,-72.907432556,Post Road Residential,Bozzuto Management,46816,Corsair,1050 State St N,New Haven,CT,6511,2017,235,811.679992676,4,46816,Corsair,235,811.68,2017,A,NHC_SM2,TALEND
19718,41.012218475,-73.650428772,LCOR Residential,LCOR Residential,46899,Greenwich Place,31 Putnam Grn,Greenwich,CT,6830,1972,268,1354.75,3,46899,Greenwich Place,268,1354.75,1972,A,FFC_SM3,TALEND
19719,41.012210846,-73.650497437,LCOR Residential,LCOR Residential,46900,Putnam Green,31 Putnam Grn,Greenwich,CT,6830,1972,66,715.479980469,3,46900,Putnam Green,66,715.48,1972,BC,FFC_SM3,TALEND
19723,41.035869598,-73.659500122,LCOR Residential,LCOR Residential,46915,Greenwich Oaks,255 Weaver St,Greenwich,CT,6831,1972,130,1792.310058594,3,46915,Greenwich Oaks,130,1792.31,1972,A,FFC_SM3,TALEND
19751,34.038963318,-118.264030457,"The Wolff Company, LLC",Avenue5 Residential,46966,G12,1200 S Grand Ave,Los Angeles,CA,90015,2017,347,662.030029297,7,46966,G12,345,663.01,2017,BC,LAC_SM6,TALEND
19755,37.483009338,-122.22769928,TIAA CREF,Greystar,46976,Franklin 299 Ph I,299 Franklin St,Redwood City,CA,94063,2015,304,845.08001709,7,46976,Franklin 299 Ph I,304,845.08,2015,BC,SFR_SM10,TALEND
19767,47.667228699,-122.301231384,Altus Group,PILLAR PROPERTIES ,47042,The Corydon Apts,5101 25th Ave NE,Seattle,WA,98105,2009,103,879.650024414,5,47042,The Corydon Apts,103,879.65,2009,A,SEA_SM29,TALEND
19768,32.844470978,-116.977798462,Alliance Residential Company,R&V Management Corporation,47045,Parc One @ Santee,320 Town Center Pkwy,Santee,CA,92071,2016,172,945.710021973,5,47045,Parc One @ Santee,172,945.71,2016,A,SDC_SM5,TALEND
19777,39.271820068,-76.600456238,Solstice Partners,Bozzuto Management,47082,Anthem House,900 E Fort Ave,Baltimore,MD,21230,2017,292,878.409973145,8,47082,Anthem House,292,878.41,2017,A,BAL_SM9,TALEND
19780,39.004459381,-76.930732727,Monument Realty,Bozzuto Management,47090,Monument Village,9122 Baltimore Ave,College Park,MD,20740,2016,235,894.039978027,5,47090,Monument Village,235,894.04,2016,A,SMD_SM3,TALEND
19783,37.351551056,-121.89289856,"Essex Property Trust, Inc.","Essex Property Trust, Inc.",47094,Mio at Japantown,688 N 7th St,San Jose,CA,95112,2015,103,897,3,47094,Mio at Japantown,103,897.00,2015,A,SAJ_SM3,TALEND
19784,34.064201355,-118.23690033,"Forest City Realty Trust, Inc.","Forest City Realty Trust, Inc.",47098,Blossom Plaza,900 N Broadway,Los Angeles,CA,90012,2016,183,692.479980469,5,47098,Blossom Plaza,183,692.48,2016,BC,LAC_SM6,TALEND
19785,47.675251007,-122.10320282,NULL,Calibrate Property Management,47099,Pure Redmond Apartments,17634 NE Union Hill Rd,Redmond,WA,98052,2016,105,759.520019531,6,47099,Pure Redmond Apartments,105,759.52,2016,BC,SEA_SM22,TALEND
19793,47.629749298,-122.134002686,Kennedy Wilson,Greystar,47116,Liv Apartments,2170 NE Bel Red Rd,Bellevue,WA,98007,2016,452,914.609985352,6,47116,Liv Apartments,452,914.61,2016,A,SEA_SM9,TALEND
19797,47.652988434,-122.342903137,Legacy Partners,Legacy Partners,47128,Bowman Stoneway,3801 Stone Way N,Seattle,WA,98103,2016,278,757.58001709,4,47128,Bowman Stoneway,278,757.58,2016,A,SEA_SM13,TALEND
19802,40.801620483,-74.188720703,Garden Communities,Garden Commercial Properties,47143,Oakes Pond,40 Memorial Parkway,Bloomfield,NJ,7003,2017,332,1334.469970703,4,47143,Oakes Pond,332,1334.47,2017,A,NNJ_SM1,TALEND
19828,39.408889771,-76.602256775,Bozzuto Management,Bozzuto Management,47216,Winthrop,913 Southerly Rd,Towson,MD,21204,2015,294,950.840026855,5,47216,Winthrop,294,950.84,2015,A,BAL_SM19,TALEND
19844,40.686210632,-73.978553772,Two Trees Management Company,Two Trees Management Company,47266,300 Ashland,300 Ashland Pl,Brooklyn,NY,11217,2016,303,585.179992676,35,47266,300 Ashland,303,585.18,2016,BC,NYC_SM4,TALEND
19846,33.735679626,-117.836898804,Private Owner,Privately Managed,47269,Tustin Village,15701 Tustin Village Way,Tustin,CA,92780,1964,120,1283.670043945,2,47269,Tustin Village,120,1283.67,1964,A,ORC_SM19,TALEND
19856,39.289199829,-76.614112854,Metropolitan Partnership Ltd,Gables Residential,47296,10 Light Street,10 Light St,Baltimore,MD,21202,2015,419,671.590026855,34,47296,10 Light Street,419,671.59,2015,A,BAL_SM5,TALEND
19886,47.606460571,-122.339897156,Mack Urban,Mack Urban,47373,The Cyrene,50 University St,Seattle,WA,98101,2017,169,700.049987793,16,47373,The Cyrene,169,697.20,2017,A,SEA_SM8,TALEND
19890,38.860069275,-77.096534729,E.G. Reinsch Company,E.G. Reinsch Company,47388,Westmont Gardens,3860 Columbia Pike,Arlington,VA,22204,1960,249,867.030029297,4,47388,Westmont Gardens,249,867.03,1960,BC,SVA_SM5,TALEND
19894,34.026901245,-118.275718689,AMERICAN CAMPUS COMMUNITIES ,AMERICAN CAMPUS COMMUNITIES ,47400,West 27th Place,530 W 27th St,Los Angeles,CA,90007,2010,161,994.450012207,7,47400,West 27th Place,161,994.45,2010,A,LAC_SM13,TALEND
19899,40.732551575,-74.06111908,KRE Group,KRE Group,47421,Journal Squared I,615 Pavonia Ave,Jersey City,NJ,7306,2017,538,620.929992676,53,47421,Journal Squared I,538,620.93,2017,BC,NNJ_SM5,TALEND
19904,38.413188934,-77.412986755,HHHunt,HHHunt,47438,Abberly Waterstone,140 Abberly Dr,Stafford,VA,22554,2018,288,1203.119995117,4,47438,Abberly Waterstone,288,1203.12,2018,A,SVA_SM24,TALEND
19905,47.614479065,-122.350601196,Clarion Partners,Thrive Communities Management,47439,Walton Lofts,75 Vine St,Seattle,WA,98121,2015,135,723.799987793,12,47439,Walton Lofts,135,723.80,2015,A,SEA_SM8,TALEND
19909,38.918468475,-77.420341492,Lincoln Property Company,Lincoln Property Company,47451,Lincoln at Discovery Square,13720 Atlantis St,Herndon,VA,20171,2016,342,915.799987793,5,47451,Lincoln at Discovery Square,342,915.80,2016,BC,SVA_SM19,TALEND
19910,38.879749298,-77.177597046,Lincoln Property Company,Lincoln Property Company,47453,Lincoln At Tinner Hill,455 S Maple Ave,Falls Church,VA,22046,2017,224,934.630004883,5,47453,Lincoln At Tinner Hill,224,934.63,2017,A,SVA_SM9,TALEND
19918,42.426319122,-71.071365356,Jefferson Apartment Group,Combined Properties,47468,Exchange Street Apartments,100 Exchange St,Malden,MA,2148,2017,210,850.08001709,6,47468,Exchange Street Apartments,210,850.08,2017,A,BOS_SM15,TALEND
19919,42.428390503,-71.067886353,Corcoran Jennison Companies,Corcoran Jennison Companies,47469,Residences at Malden Station,39 Florence St,Malden,MA,2148,2014,96,911.349975586,6,47469,Residences at Malden Station,96,911.35,2014,A,BOS_SM15,TALEND
19925,39.177959442,-77.273628235,WOOD PARTNERS ,WOOD PARTNERS ,47496,Alta Liberty Mill,19520 Waters Rd,Germantown,MD,20874,2015,266,943.150024414,5,47496,Alta Liberty Mill,266,943.15,2015,A,SMD_SM7,TALEND
19928,47.661220551,-122.340896606,Mack Urban,Mack Urban,47525,Smith & Burns,4455 Interlake Ave N,Seattle,WA,98103,2016,120,643.150024414,5,47525,Smith & Burns,120,643.15,2016,A,SEA_SM13,TALEND
19935,34.1459198,-118.253501892,EQUITY RESIDENTIAL,EQUITY RESIDENTIAL,47567,Eleve Lofts and Skydeck,200 E Broadway Glendale,Glendale,CA,91205,2013,208,547.880004883,7,47567,Eleve Lofts and Skydeck,208,547.88,2013,BC,LAC_SM10,TALEND
19940,41.094219208,-73.5181427,Garden Homes Management Corporation,Garden Homes Management Corporation,47579,1032 Hope ,1032 Hope St,Stamford,CT,6907,2017,73,566.440002441,4,47579,1032 Hope ,73,566.44,2017,BC,FFC_SM3,TALEND
19960,33.218231201,-117.259300232,TRAMMELL CROW COMPANY ,MG Properties,47633,Preserve at Melrose,1401 N Melrose Dr,Vista,CA,92083,2015,410,984.849975586,3,47633,Preserve at Melrose,410,984.85,2015,A,SDC_SM14,TALEND
19961,40.895149231,-74.649772644,Woodmont Properties,Woodmont Properties,47635,Woodmont West At Mount Arlington,500 Valley Rd,Mount Arlington,NJ,7856,2017,300,1150.469970703,5,47635,Woodmont West At Mount Arlington,300,1150.47,2017,A,NNJ_SM14,TALEND
19971,42.458431244,-71.395050049,Oaktree FX,Winn Companies,47676,Brookside Square,70 Beharrell Street,Concord,MA,1742,2015,74,878.469970703,3,47676,Brookside Square,74,878.47,2015,A,BOS_SM1,TALEND
19972,37.66973877,-121.856796265,CARMEL PARTNERS ,Greystar,47682,Vintage,3040 Bernal Ave,Pleasanton,CA,94566,2017,345,1021.659973145,4,47682,Vintage,345,1021.66,2017,A,OAK_SM4,TALEND
19978,33.803813934,-117.89414978,Mack Urban,Winthrop Management,47693,Vivere Lofts,1331 E Katella Ave,Anaheim,CA,92805,2013,92,1225.040039062,4,47693,Vivere Lofts,92,1225.04,2013,A,ORC_SM17,TALEND
19980,34.075778961,-118.281402588,Sharp Capital ,NULL,47701,HoM @ West Temple ,3221 W Temple St,Los Angeles,CA,90026,2016,66,822,4,47701,HoM @ West Temple ,66,822.00,2016,A,LAC_SM13,TALEND
19987,38.958080292,-77.361572266,BOSTON PROPERTIES ,Bozzuto Management,47742,Avant At Reston Town Center,12025 Town Square St,Reston,VA,20190,2014,321,947.530029297,15,47742,Avant At Reston Town Center,321,947.53,2014,A,SVA_SM19,TALEND
19988,38.997299194,-77.028556824,Foulger-Pratt,Foulger-Pratt,47743,Core,8621 Georgia Ave,Silver Spring,MD,20910,2017,240,705.679992676,16,47743,Core,240,705.68,2017,BC,SMD_SM16,TALEND
19991,40.348758698,-74.072929382,NULL,NULL,47754,Station Place at Red Bank,145 Monmouth St,Red Bank,NJ,7701,2015,39,990.030029297,4,47754,Station Place at Red Bank,39,990.03,2015,A,CNJ_SM7,TALEND
19998,47.60200882,-122.317100525,CWS Capital Partners LLC,CWS Apartment Homes LLC,47773,Anthem on 12th,103 12th Ave,Seattle,WA,98122,2015,120,639.739990234,6,47773,Anthem on 12th,120,639.74,2015,BC,SEA_SM12,TALEND
